block,component,output,absolute_time_index,block_time_index,scenario_index,value,basis_status
0,gen1,p,0,0,1,3878,Basic
0,gen1,p,1,1,1,3572,Basic
0,gen1,p,2,2,1,3394,Basic
0,gen1,p,3,3,1,3348,Basic
0,gen1,p,4,4,1,3395,Basic
0,gen1,p,5,5,1,3672,Basic
0,gen1,p,6,6,1,4093,Basic
0,gen1,p,7,7,1,4529,Basic
0,gen1,p,8,8,1,4587,Basic
0,gen1,p,9,9,1,4723,Basic
0,gen1,p,10,10,1,4893,Basic
0,gen1,p,11,11,1,4794,Basic
0,gen1,p,12,12,1,4765,Basic
0,gen1,p,13,13,1,4329,Basic
0,gen1,p,14,14,1,4155,Basic
0,gen1,p,15,15,1,4186,Basic
0,gen1,p,16,16,1,4034,Basic
0,gen1,p,17,17,1,4543,Basic
0,gen1,p,18,18,1,5213,Basic
0,gen1,p,19,19,1,5216,Basic
0,gen1,p,20,20,1,4978,Basic
0,gen1,p,21,21,1,4578,Basic
0,gen1,p,22,22,1,4535,Basic
0,gen1,p,23,23,1,4283,Basic
0,gen1,p,24,24,1,4044,Basic
0,gen1,p,25,25,1,3960,Basic
0,gen1,p,26,26,1,3696,Basic
0,gen1,p,27,27,1,3815,Basic
0,gen1,p,28,28,1,3990,Basic
0,gen1,p,29,29,1,4341,Basic
0,gen1,p,30,30,1,4869,Basic
0,gen1,p,31,31,1,5467,Basic
0,gen1,p,32,32,1,5577,Basic
0,gen1,p,33,33,1,5952,Basic
0,gen1,p,34,34,1,5828,Basic
0,gen1,p,35,35,1,5812,Basic
0,gen1,p,36,36,1,5851,Basic
0,gen1,p,37,37,1,5470,Basic
0,gen1,p,38,38,1,5266,Basic
0,gen1,p,39,39,1,5134,Basic
0,gen1,p,40,40,1,5069,Basic
0,gen1,p,41,41,1,5465,Basic
0,gen1,p,42,42,1,5790,Basic
0,gen1,p,43,43,1,5643,Basic
0,gen1,p,44,44,1,5161,Basic
0,gen1,p,45,45,1,5025,Basic
0,gen1,p,46,46,1,5244,Basic
0,gen1,p,47,47,1,5242,Basic
0,gen1,p,48,48,1,4874,Basic
0,gen1,p,49,49,1,4358,Basic
0,gen1,p,50,50,1,4044,Basic
0,gen1,p,51,51,1,3951,Basic
0,gen1,p,52,52,1,3796,Basic
0,gen1,p,53,53,1,4093,Basic
0,gen1,p,54,54,1,4746,Basic
0,gen1,p,55,55,1,5318,Basic
0,gen1,p,56,56,1,5568,Basic
0,gen1,p,57,57,1,5597,Basic
0,gen1,p,58,58,1,5483,Basic
0,gen1,p,59,59,1,5527,Basic
0,gen1,p,60,60,1,5437,Basic
0,gen1,p,61,61,1,4993,Basic
0,gen1,p,62,62,1,4872,Basic
0,gen1,p,63,63,1,4672,Basic
0,gen1,p,64,64,1,4858,Basic
0,gen1,p,65,65,1,5118,Basic
0,gen1,p,66,66,1,5433,Basic
0,gen1,p,67,67,1,5186,Basic
0,gen1,p,68,68,1,4408,Basic
0,gen1,p,69,69,1,4146,Basic
0,gen1,p,70,70,1,4309,Basic
0,gen1,p,71,71,1,4184,Basic
0,gen1,p,72,72,1,3916,Basic
0,gen1,p,73,73,1,3310,Basic
0,gen1,p,74,74,1,3192,Basic
0,gen1,p,75,75,1,3027,Basic
0,gen1,p,76,76,1,2980,Basic
0,gen1,p,77,77,1,2987,Basic
0,gen1,p,78,78,1,3372,Basic
0,gen1,p,79,79,1,3621,Basic
0,gen1,p,80,80,1,3925,Basic
0,gen1,p,81,81,1,4451,Basic
0,gen1,p,82,82,1,4302,Basic
0,gen1,p,83,83,1,4487,Basic
0,gen1,p,84,84,1,4267,Basic
0,gen1,p,85,85,1,3925,Basic
0,gen1,p,86,86,1,3735,Basic
0,gen1,p,87,87,1,3623,Basic
0,gen1,p,88,88,1,3577,Basic
0,gen1,p,89,89,1,4059,Basic
0,gen1,p,90,90,1,4361,Basic
0,gen1,p,91,91,1,4214,Basic
0,gen1,p,92,92,1,4031,Basic
0,gen1,p,93,93,1,3831,Basic
0,gen1,p,94,94,1,4174,Basic
0,gen1,p,95,95,1,4116,Basic
0,gen1,p,96,96,1,3855,Basic
0,gen1,p,97,97,1,3584,Basic
0,gen1,p,98,98,1,3626,Basic
0,gen1,p,99,99,1,3674,Basic
0,gen1,p,100,100,1,3588,Basic
0,gen1,p,101,101,1,3891,Basic
0,gen1,p,102,102,1,4268,Basic
0,gen1,p,103,103,1,4981,Basic
0,gen1,p,104,104,1,5238,Basic
0,gen1,p,105,105,1,5183,Basic
0,gen1,p,106,106,1,5215,Basic
0,gen1,p,107,107,1,5034,Basic
0,gen1,p,108,108,1,4907,Basic
0,gen1,p,109,109,1,4545,Basic
0,gen1,p,110,110,1,4270,Basic
0,gen1,p,111,111,1,3911,Basic
0,gen1,p,112,112,1,4095,Basic
0,gen1,p,113,113,1,4570,Basic
0,gen1,p,114,114,1,4844,Basic
0,gen1,p,115,115,1,4786,Basic
0,gen1,p,116,116,1,4098,Basic
0,gen1,p,117,117,1,3395,Basic
0,gen1,p,118,118,1,3279,Basic
0,gen1,p,119,119,1,3366,Basic
0,gen1,p,120,120,1,3010,Basic
0,gen1,p,121,121,1,2541,Basic
0,gen1,p,122,122,1,2318,Basic
0,gen1,p,123,123,1,1884,Basic
0,gen1,p,124,124,1,1826,Basic
0,gen1,p,125,125,1,1982,Basic
0,gen1,p,126,126,1,2253,Basic
0,gen1,p,127,127,1,2609,Basic
0,gen1,p,128,128,1,3250,Basic
0,gen1,p,129,129,1,3790,Basic
0,gen1,p,130,130,1,3812,Basic
0,gen1,p,131,131,1,3930,Basic
0,gen1,p,132,132,1,3836,Basic
0,gen1,p,133,133,1,3603,Basic
0,gen1,p,134,134,1,3439,Basic
0,gen1,p,135,135,1,3601,Basic
0,gen1,p,136,136,1,3536,Basic
0,gen1,p,137,137,1,3585,Basic
0,gen1,p,138,138,1,3655,Basic
0,gen1,p,139,139,1,3877,Basic
0,gen1,p,140,140,1,3389,Basic
0,gen1,p,141,141,1,3491,Basic
0,gen1,p,142,142,1,4023,Basic
0,gen1,p,143,143,1,4478,Basic
0,gen1,p,144,144,1,4058,Basic
0,gen1,p,145,145,1,3665,Basic
0,gen1,p,146,146,1,3344,Basic
0,gen1,p,147,147,1,2908,Basic
0,gen1,p,148,148,1,2712,Basic
0,gen1,p,149,149,1,2627,Basic
0,gen1,p,150,150,1,3006,Basic
0,gen1,p,151,151,1,3049,Basic
0,gen1,p,152,152,1,3111,Basic
0,gen1,p,153,153,1,3356,Basic
0,gen1,p,154,154,1,3637,Basic
0,gen1,p,155,155,1,3854,Basic
0,gen1,p,156,156,1,4314,Basic
0,gen1,p,157,157,1,4220,Basic
0,gen1,p,158,158,1,4236,Basic
0,gen1,p,159,159,1,4271,Basic
0,gen1,p,160,160,1,4151,Basic
0,gen1,p,161,161,1,4566,Basic
0,gen1,p,162,162,1,4960,Basic
0,gen1,p,163,163,1,4965,Basic
0,gen1,p,164,164,1,4783,Basic
0,gen1,p,165,165,1,4561,Basic
0,gen1,p,166,166,1,4546,Basic
0,gen1,p,167,167,1,4314,Basic
0,gen1,generation.flow_field,0,0,1,3878,None
0,gen1,generation.flow_field,1,1,1,3572,None
0,gen1,generation.flow_field,2,2,1,3394,None
0,gen1,generation.flow_field,3,3,1,3348,None
0,gen1,generation.flow_field,4,4,1,3395,None
0,gen1,generation.flow_field,5,5,1,3672,None
0,gen1,generation.flow_field,6,6,1,4093,None
